eng_Latn,sentence_length,guj
"Assamese cinema is cinema in the Assamese language, watched primarily in Assam, India.",13,"Assamese cinema chhe cinema in the Assamese language, mostly Assam, India ma joyu jaay chhe."
"Once trained, such a model can detect synonymous words or suggest additional words for a partial sentence.",17,"Ek vaar train thai gayu, evu model synonymous words detect kari shake ke additional words suggest kari shake ek partial sentence mate."
A study on teachers by Kremer et al. found that 25% of private-sector teachers and 40% of public-sector medical workers were absent during the survey.,25,Ek study on teachers by Kremer et al. e found karyu ke 25% private-sector teachers ane 40% public-sector medical workers absent hata during survey.
"I had been observing that, far from protecting the Indians, Chinese and others, these officers were grinding them down.",19,"Hu observe kari rahyo hato ke, Indians, Chinese, ane anya loko ne protect karva ni jagyae, aa officers temne grind down kari rahya hata."
It can also reach our system when we click on a malicious advertisement on the Internet.,16,Aa pan amara system ma reach kari shake jyaare ame ek malicious advertisement Internet par click kariye.
"Alaska saw protests in Anchorage, Fairbanks, and Haines.",8,"Alaska ma protests thai Anchorage, Fairbanks, ane Haines ma."
He was not worried about the future worldly happiness and comfort of the mother and child as they had everything in abundance and were well protected.,26,Te future worldly happiness ane comfort ni chinta nathi karti mother ane child ni karan ke teni paase badhu in abundance ma chhe ane te well protected chhe.
"The tableau of Goa showcases religious harmony by focusing on the Deepastambha, the Cross, and Ghode Modni followed by a chariot.",21,"Goa no tableau religious harmony dikhade chhe, Deepastambha, Cross, ane Ghode Modni par focus kari ne chhe, pachi ek chariot ave chhe."
"Other important crops are rice, cotton, sugarcane, pearl millet, finger millet, sorghum, maize, barley, and fruits.",16,"Bijaa important crops ma rice, cotton, sugarcane, pearl millet, finger millet, sorghum, maize, barley, ane fruits aave chhe."
"On April 2, 2020, Dagens Eko reported that COVID-19 had spread significantly in retirement homes in at least 90 municipalities.",20,"April 2, 2020, Dagens Eko e report karyu ke COVID-19 retirement homes ma atle ke 90 municipalities ma spread thai gayu chhe."
"The scheduled banks are those included under the 2nd Schedule of the Reserve Bank of India Act, 1934.",18,"Scheduled banks evi chhe je Reserve Bank of India Act, 1934 ni 2nd Schedule ma include kareli chhe."
"The report also selectively quoted general comments and country-specific recommendations made by treaty bodies and propagated controversial and unrecognized principles, including the so-called Yogyakarta Principles, to justify his personal opinion.",30,"Report e treaty bodies dwara banaayeli general comments ane country-specific recommendations ne selectively quote kari, controversial ane unrecognized principles ne propagate kariyu, jemke Yogyakarta Principles, personal opinion justify karva maate."
The petitioner projects that she has fully cooperated with the Mumbai Police in their inquiry but will have no objection if the investigation is conducted by the CBI.,28,"Petitioner e project karyu ke te Mumbai Police ni inquiry ma purna sahkar kari chhe, pan CBI dwara investigation thaay to koi objection nathi."
"This pattern would repeat itself in the 1970s with psychoanalysis and philosophy pushing the debate along, and then history in the 1980s.",22,Aa pattern 1970s ma psychoanalysis ane philosophy ni madadthi debate ne agal vadhaadyu ane pachi 1980s ma history.
"On this occasion, a blood donation camp was also organized by the Society on 12th August 2022.",17,"Aa occasion par, Society dwara 12th August 2022 na ek blood donation camp pan organize karvama avyu."
Have you ever thought about what will happen if the garbage is not removed from our homes and surroundings?,19,Tame koyare vicharyu chhe ke shu thase jo garbage apda ghar ane surroundings mathi na remove thay?
"Business services: 630,000 registered companies, equal to 10.3% of the entrepreneurial fabric, with over 2,800,000 work units.",17,"Business services: 630,000 registered companies, je entrepreneurial fabric na 10.3% barabar chhe, ane 2,800,000 work units thi vadhu."
"The Hambledon Club, which was founded in the 1750s, played a significant role in the evolution of the game.",19,"Hambledon Club, je 1750s ma found thayu, game ni evolution ma significant role play karyu."
Bristol Bears (rugby union) and Gloucestershire County Cricket Club are also based in the city.,15,Bristol Bears (rugby union) ane Gloucestershire County Cricket Club pan aa city ma base chhe.
Two types of agricultural management practices include organic agriculture and conventional agriculture.,12,Agricultural management practices ma be type aave chhe: organic agriculture ane conventional agriculture.
"A mere 3% of the total budget is grossly inadequate and, with a large number of institutions, can only ensure the poor quality of services in them.",27,"Total budget no maatra 3% chhe, je grossly inadequate chhe, ane ghana institutions hoi to services ni poor quality j ensure thai shake."
"It brought 1,482 urban and 58 multi-state cooperative banks under the supervision of the RBI.",15,"Aa 1,482 urban ane 58 multi-state cooperative banks ne RBI ni supervision under layo."
"These narratives function like creation myths, explaining how the school came to be and why it has a special authority to convey the Buddha's teaching.",25,"Aa narratives creation myths ni jem kaam kare chhe, school kevi rite bani ane kyare Buddha ni teaching convey karvani special authority chhe."
"The Guru Granth Sahib starts with Japji Sahib, while the Dasam Granth starts with Jaap Sahib, also called Japu Sahib.",20,"Guru Granth Sahib Japji Sahib thi sharu thai chhe, jare Dasam Granth Jaap Sahib thi, je Japu Sahib pan kehvaay."
"Singing the glory of the Lord through the Divine Word can redeem a repentant sinner, and, thus, the doctrine of Karma ceases to operate.",24,"Divine Word thi Lord ni glory gaavva thi repentant sinner ne redeem kari shake, ane, aa rite Karma no doctrine bandh thaay."
"More crucially, a temporal sleight of hand and thus intention occurs.",11,"Vadhare mahatvapurna, ek temporal sleight of hand ane intention thai chhe."
"The waterfall, the mystical forests and water bodies above the cliffs and the lead pair escaping an avalanche all add to the spectacle.",23,"Waterfall, mystical forests ane water bodies cliffs par, ane lead pair avalanche mathi bachva, aa badha spectacle ma madad kare chhe."
"The IR is further subdivided into sixty-seven divisions, each with a divisional headquarters.",13,"IR ne vadhare subdivide kari ne sixty-seven divisions ma mukvama avyu chhe, jemna pratyek ma divisional headquarters chhe."
"During the Tokyo Olympic cycle, I would go to a psychologist, but I never made it a priority and didn't look after my body.",24,"Tokyo Olympic cycle doraan, hu psychologist paase jaato, pan e priority banavi nathi ane maara sharir ni sambhal nathi kari."
"Modern film releases are dubbed into many languages, forming a pan-Indian film movement.",13,"Modern film releases ghana languages ma dub thai chhe, pan-Indian film movement banaavi chhe."
"The ICC consisted of three British and three Indians, led by T. Rangachari, a Madras lawyer.",16,"ICC ma tron British ane tron Indians hata, je T. Rangachari, ek Madras lawyer dwara lead karyu chhe."
"Unlike a traditional incandescent lamp, an LED will only light when voltage is applied in the forward direction of the diode.",21,"Traditional incandescent lamp ni jem nathi, LED voltage apply karela pachi forward direction ma light kare chhe."
This division in film styles is why distributors and producers continue to see films as being of two main categories: films for the classes and films for the masses.,29,Film styles ni aa division maate j distributors ane producers film ne be main categories ma jova rahya chhe: classes mate film ane masses mate film.
"In October 2012, it announced plans to lay off an additional 15% of its workforce to reduce costs in the face of declining sales revenue.",25,"October 2012 ma, e additional 15% workforce lay off karvani plans announce kari, declining sales revenue na samne costs reduce karva maate."
